# Swift-BAT daily average light curve for Crab                          
# Generated Fri Aug 24 11:36:02 UTC 2018
#
#     TIME           RATE          ERROR      YEAR          DAY     STAT_ERR        SYS_ERR   DATA_FLAG   TIMEDEL_EXPO     TIMEDEL_CODED  TIMEDEL_DITHERED
#       d        count/cm^2/s   count/cm^2/s   yr            d    count/cm^2/s   count/cm^2/s                s              s              s
      54518       0.22939688     0.00836983   2008          53     0.00192237     0.00802889      0    9168.00000000  3064.90625000  9168.00000000
      54519       0.23738233     0.00854821   2008          54     0.00163465     0.00830838      0    9080.00000000  3380.75000000  9080.00000000
      54520       0.22875144     0.00814486   2008          55     0.00121625     0.00800630      0    8328.00000000  5632.31250000  8328.00000000
      54521       0.23609638     0.00859584   2008          56     0.00192482     0.00826337      0    3384.00000000  1995.18750000  3384.00000000
      54522       0.23197616     0.00831620   2008          57     0.00146303     0.00811917      0    7304.00000000  4322.62500000  7304.00000000
      54523       0.22890098     0.00814204   2008          58     0.00118042     0.00801153      0   11144.00000000  5951.79687500 11144.00000000
      54524       0.23262894     0.00837861   2008          59     0.00160737     0.00814201      0    9736.00000000  4012.62500000  9736.00000000
      54525       0.22766370     0.00823376   2008          60     0.00168632     0.00796823      0    4912.00000000  2541.37500000  4912.00000000
      54526       0.23700740     0.00870409   2008          61     0.00214330     0.00829526      0    7192.00000000  1923.43750000  7192.00000000
      54529       0.21103991     0.01443405   2008          64     0.01008206     0.00738640      0     128.00000000    59.00000000   128.00000000
      54532       0.22500856     0.00836908   2008          67     0.00230256     0.00787530      0    7032.00000000  1761.65652442  2264.00000000
      54533       0.23993809     0.00882844   2008          68     0.00221428     0.00839783      0    5360.00000000  1598.87118876  2480.00000000
      54534       0.22373452     0.01002671   2008          69     0.00509120     0.00783071      0     384.00000000   150.75000000   384.00000000
      54535       0.24698070     0.00980971   2008          70     0.00377030     0.00864432      0    3384.00000000   532.06250000  3384.00000000
      54536       0.24640171     0.00949384   2008          71     0.00322740     0.00862406      0    4544.00000000   681.50000000  4544.00000000
      54537       0.23520866     0.00843962   2008          72     0.00151148     0.00823230      0   12608.00000000  2743.48067141 12608.00000000
      54538       0.23637562     0.00913242   2008          73     0.00314416     0.00827315      0    1368.00000000   513.50000000  1304.00000000
      54539       0.22302182     0.00813187   2008          74     0.00185348     0.00780576      0    2504.00000000  1739.18750000   384.00000000
      54540       0.25647690     0.01084845   2008          75     0.00495253     0.00897669      0    2176.00000000   266.00000000  2176.00000000
      54541       0.24169735     0.00933278   2008          76     0.00320487     0.00845941      0    4944.00000000   632.20312500  4944.00000000
      54542       0.22725838     0.00823073   2008          77     0.00172044     0.00795404      0    1800.00000000  1443.87500000     0.00000000
      54543       0.23600850     0.00845165   2008          78     0.00145387     0.00826030      0    6776.00000000  2781.40625000  5240.00000000
      54544       0.22621622     0.00800460   2008          79     0.00095703     0.00791757      0    7256.00000000  4856.87500000  3800.00000000
      54545       0.22425093     0.00805644   2008          80     0.00147755     0.00784878      0    4808.00000000  3620.12500000  1232.00000000
      54546       0.22547534     0.00794445   2008          81     0.00074349     0.00789164      0   13456.00000000  9803.20312500  2264.00000000
      54547       0.22566525     0.00798147   2008          82     0.00093444     0.00789828      0   11136.00000000  5926.59375000  5456.00000000
      54548       0.22580697     0.00828688   2008          83     0.00202620     0.00790324      0    1168.00000000  1040.25000000  1168.00000000
      54549       0.22170770     0.00789565   2008          84     0.00118578     0.00775977      0    4640.00000000  4109.56250000  4640.00000000
      54550       0.22890722     0.00951458   2008          85     0.00417249     0.00801175      0     192.00000000   152.00000000   192.00000000
      54551       0.23744787     0.00893233   2008          86     0.00266181     0.00831068      0    2200.00000000   802.25000000  2200.00000000
      54553       0.22277780     0.00784826   2008          88     0.00072653     0.00779722      0   23904.00000000 19844.25000000  5504.00000000
      54554       0.22219763     0.00796049   2008          89     0.00138185     0.00777692      0    5392.00000000  2804.31250000  5392.00000000
      54555       0.24024363     0.00867038   2008          90     0.00171931     0.00840853      0    8496.00000000  2373.20312500  8496.00000000
      54556       0.23388080     0.00840241   2008          91     0.00154103     0.00818583      0    7416.00000000  2756.34375000  7416.00000000
      54557       0.22918404     0.00813273   2008          92     0.00109009     0.00802144      0    9480.00000000  4998.12500000  9480.00000000
      54558       0.23611011     0.00865835   2008          93     0.00210062     0.00826385      0    3288.00000000  1141.50000000  3288.00000000
      54559       0.22822546     0.00810343   2008          94     0.00110857     0.00798789      0   10112.00000000  5513.31250000 10112.00000000
      54560       0.22457193     0.00798366   2008          95     0.00113789     0.00786002      0    5008.00000000  3733.12500000  5008.00000000
      54561       0.22719399     0.00806657   2008          96     0.00110242     0.00795179      0    7592.00000000  4721.75000000  7592.00000000
      54563       0.23323486     0.00840775   2008          98     0.00163656     0.00816322      0    5592.00000000  2466.93750000  2688.00000000
      54564       0.22825090     0.00821691   2008          99     0.00156321     0.00798878      0    5072.00000000  2628.00000000  1280.00000000
      54565       0.22504609     0.00792289   2008         100     0.00069521     0.00787661      0   23104.00000000 21409.00000000  3744.00000000
      54566       0.22247046     0.00785352   2008         101     0.00083256     0.00778647      0    5976.00000000  5500.25000000  5976.00000000
      54567       0.22887552     0.00808211   2008         102     0.00087187     0.00801064      0   11856.00000000  8608.18750000 11856.00000000
      54568       0.22713659     0.00805055   2008         103     0.00103235     0.00794978      0    6496.00000000  4739.50000000  6496.00000000
      54569       0.22556926     0.00873100   2008         104     0.00303117     0.00789492      0    1120.00000000   753.75000000  1120.00000000
      54570       0.23374097     0.00925840   2008         105     0.00352420     0.00818093      0     576.00000000   468.00000000   576.00000000
      54571       0.22702192     0.00927294   2008         106     0.00388651     0.00794577      0     384.00000000   294.00000000   384.00000000
      54573       0.23202601     0.00935158   2008         108     0.00377002     0.00812091      0     896.00000000   455.75000000   192.00000000
      54574       0.22775736     0.00853144   2008         109     0.00247139     0.00797151      0    1344.00000000   751.50000000  1024.00000000
      54575       0.22389088     0.00789707   2008         110     0.00079571     0.00783618      0    9400.00000000  8621.06250000  9080.00000000
      54576       0.22341563     0.00797991   2008         111     0.00129411     0.00781955      0    4040.00000000  3262.12500000  3784.00000000
      54577       0.22598379     0.00809462   2008         112     0.00139962     0.00790943      0    3584.00000000  3015.62500000  3392.00000000
      54578       0.22541039     0.00797735   2008         113     0.00096060     0.00788936      0   10872.00000000  6890.48437500 10872.00000000
      54579       0.22471574     0.00928036   2008         114     0.00400492     0.00786505      0     640.00000000   316.25000000   512.00000000
      54580       0.23157908     0.00842074   2008         115     0.00185634     0.00810527      0    2672.00000000  1597.50000000  2672.00000000
      54581       0.23439251     0.00873030   2008         116     0.00242772     0.00820374      0    1344.00000000   874.75000000  1344.00000000
      54582       0.22697567     0.00850169   2008         117     0.00246184     0.00794415      0    1464.00000000   957.56250000  1336.00000000
      54583       0.23221763     0.00841425   2008         118     0.00177032     0.00812762      0    4952.00000000  1656.90625000  4952.00000000
      54584       0.23288887     0.00866663   2008         119     0.00239388     0.00815111      0    2368.00000000   879.50000000  2368.00000000
      54585       0.22470039     0.00817245   2008         120     0.00180670     0.00786451      0    4224.00000000  1621.37500000  4224.00000000
      54586       0.22399909     0.00820108   2008         121     0.00195674     0.00783997      0    4144.00000000  1580.28125000  4144.00000000
      54587       0.22900669     0.00863829   2008         122     0.00261885     0.00801523      0    2144.00000000   740.21875000  2144.00000000
      54588       0.23985728     0.01363393   2008         123     0.00873399     0.00839501      0     256.00000000    76.12500000   256.00000000
      54589       0.24904904     0.01412793   2008         124     0.00903929     0.00871672      0     256.00000000    74.37500000   256.00000000
      54590       0.22982827     0.01338525   2008         125     0.00869802     0.00804399      0     192.00000000    70.37500000   192.00000000
      54591       0.23686675     0.01077282   2008         126     0.00559288     0.00829034      0     192.00000000   128.62500000   192.00000000
      54592       0.23149333     0.00933047   2008         127     0.00376195     0.00810227      0     576.00000000   490.50000000   576.00000000
      54593       0.23463589     0.02369228   2008         128     0.01806786     0.00821226      0      64.00000000    21.50000000    64.00000000
      54594       0.23545684     0.01382588   2008         129     0.00902552     0.00824099      0     128.00000000    64.00000000   128.00000000
      54595       0.25188636     0.01232810   2008         130     0.00700602     0.00881602      0     552.00000000   131.53125000   552.00000000
      54596       0.24834081     0.01125623   2008         131     0.00581475     0.00869193      0     384.00000000   184.50000000     0.00000000
      54597       0.22362126     0.00793568   2008         132     0.00106536     0.00782674      0    5608.00000000  4537.75000000    64.00000000
      54598       0.22767421     0.00823423   2008         133     0.00168667     0.00796860      0    2304.00000000  1887.00000000     0.00000000
      54600       0.22728369     0.00938936   2008         135     0.00405521     0.00795493      0     440.00000000   208.71875000   440.00000000
      54602       0.23332050     0.01006818   2008         137     0.00478786     0.00816622      0     832.00000000   199.87500000   832.00000000
      54603       0.22909139     0.00902688   2008         138     0.00337110     0.00801820      0    2496.00000000  1218.75000000     0.00000000
      54604       0.22787312     0.00806619   2008         139     0.00098030     0.00797556      0   27352.00000000 13347.84375000   496.00000000
      54605       0.22471638     0.00806988   2008         140     0.00146874     0.00786507      0    3968.00000000  2103.00000000  3968.00000000
      54606       0.22934786     0.00843785   2008         141     0.00211409     0.00802718      0    4856.00000000  1528.50000000  4856.00000000
      54612       0.20775260     0.01105881   2008         147     0.00677411     0.00727134      0     328.00000000   146.06250000   328.00000000
      54615       0.22966368     0.01165628   2008         150     0.00686286     0.00803823      0     448.00000000   133.00000000     0.00000000
      54616       0.23049529     0.00834067   2008         151     0.00172174     0.00806734      0    7896.00000000  2015.56250000     0.00000000
      54617       0.23541428     0.00849289   2008         152     0.00167405     0.00823950      0    8920.00000000  2367.70312500     0.00000000
      54618       0.23033948     0.01196639   2008         153     0.00718952     0.00806188      0     512.00000000   122.00000000     0.00000000
      54619       0.24537203     0.00961956   2008         154     0.00352341     0.00858802      0    2344.00000000   440.26562500     0.00000000
      54620       0.21462078     0.01413086   2008         155     0.00973083     0.00751173      0     704.00000000   100.37500000     0.00000000
      54643       0.23355304     0.00956923   2008         178     0.00404467     0.00817436      0    2200.00000000   385.59375000     0.00000000
      54644       0.24075813     0.01628489   2008         179     0.01132947     0.00842653      0     320.00000000    60.62500000     0.00000000
      54645       0.23802891     0.00890695   2008         180     0.00256169     0.00833101      0    6472.00000000  1157.70312500     0.00000000
      54646       0.23892870     0.01238818   2008         181     0.00743071     0.00836250      0     448.00000000   100.62500000     0.00000000
      54647       0.22918648     0.01148962   2008         182     0.00668778     0.00802153      0     488.00000000   115.98437500     0.00000000
      54649       0.23357610     0.00886690   2008         184     0.00279143     0.00817516      0    5312.00000000   998.00000000     0.00000000
      54650       0.23002849     0.01504594   2008         185     0.01033390     0.00805100      0     128.00000000    47.75000000     0.00000000
      54651       0.23667123     0.01486061   2008         186     0.01003074     0.00828349      0     328.00000000   121.71875000     0.00000000
      54653       0.23086767     0.01965257   2008         188     0.01456468     0.00808037      0     128.00000000    25.00000000     0.00000000
      54654       0.23065567     0.01025687   2008         189     0.00514390     0.00807295      0    1480.00000000   300.48437500     0.00000000
      54664       0.28427148     0.01787678   2008         199     0.01207493     0.00994950      0     640.00000000    73.12500000     0.00000000
      54665       0.23186704     0.00819434   2008         200     0.00092283     0.00811535      0   16384.00000000  9208.21875000     0.00000000
      54666       0.22693440     0.00803680   2008         201     0.00099691     0.00794270      0   14160.00000000  8463.96875000     0.00000000
      54667       0.23014818     0.00845493   2008         202     0.00208863     0.00805519      0    4080.00000000  1836.75000000     0.00000000
      54668       0.22366771     0.00796036   2008         203     0.00117366     0.00782837      0    5768.00000000  5362.43750000     0.00000000
      54669       0.22749659     0.00807148   2008         204     0.00107527     0.00796238      0    9416.00000000  7122.68750000     0.00000000
      54670       0.22693709     0.00804438   2008         205     0.00103608     0.00794280      0    7832.00000000  6994.93750000     0.00000000
      54671       0.22163029     0.00790503   2008         206     0.00123767     0.00775706      0    4192.00000000  3949.00000000     0.00000000
      54672       0.22316488     0.00787868   2008         207     0.00083920     0.00781077      0    8784.00000000  8427.00000000     0.00000000
      54673       0.22404410     0.00794246   2008         208     0.00102606     0.00784154      0    6600.00000000  5020.81250000     0.00000000
      54674       0.22462392     0.00794024   2008         209     0.00090491     0.00786184      0    7496.00000000  7043.93750000     0.00000000
      54675       0.22586013     0.00916427   2008         210     0.00376916     0.00790510      0     448.00000000   381.50000000     0.00000000
      54676       0.23675730     0.00864442   2008         211     0.00200136     0.00828651      0    7264.00000000  1665.62500000     0.00000000
      54677       0.22774427     0.00805462   2008         212     0.00094090     0.00797105      0    7624.00000000  6989.31250000     0.00000000
      54678       0.22110290     0.00789542   2008         213     0.00127299     0.00773860      0    4904.00000000  4076.75000000     0.00000000
      54679       0.21979351     0.00777227   2008         214     0.00090148     0.00769277      0    7664.00000000  7783.75000000     0.00000000
      54680       0.22668120     0.00801536   2008         215     0.00092700     0.00793384      0    8992.00000000  7832.37500000     0.00000000
      54681       0.22626251     0.00807219   2008         216     0.00127170     0.00791919      0    6152.00000000  5199.37500000     0.00000000
      54682       0.22368417     0.00792677   2008         217     0.00100935     0.00782895      0   10312.00000000  7321.96875000     0.00000000
      54683       0.22732275     0.00846185   2008         218     0.00234230     0.00795630      0    2880.00000000  1723.50000000     0.00000000
      54684       0.22801652     0.00810434   2008         219     0.00114710     0.00798058      0    9688.00000000  6040.50000000     0.00000000
      54685       0.22342690     0.00790441   2008         220     0.00093696     0.00781994      0    8664.00000000  7786.12500000     0.00000000
      54686       0.23122465     0.00831673   2008         221     0.00155825     0.00809286      0    4528.00000000  3747.50000000     0.00000000
      54687       0.22755143     0.00804634   2008         222     0.00093175     0.00796430      0   13664.00000000 10955.37500000     0.00000000
      54688       0.22414122     0.00792803   2008         223     0.00093073     0.00784494      0   11960.00000000  8994.87500000     0.00000000
      54689       0.22514075     0.00796154   2008         224     0.00092445     0.00787993      0   10784.00000000  7816.06250000     0.00000000
      54690       0.22905892     0.00821673   2008         225     0.00146372     0.00801706      0    7632.00000000  3888.09375000     0.00000000
      54691       0.23064107     0.00818258   2008         226     0.00108784     0.00807244      0   10408.00000000  5859.09375000    80.00000000
      54692       0.23073957     0.00819543   2008         227     0.00113391     0.00807589      0   11640.00000000  6836.43750000     0.00000000
      54693       0.22175913     0.00782730   2008         228     0.00082297     0.00776157      0   10208.00000000  8962.12500000     0.00000000
      54694       0.22375842     0.00791328   2008         229     0.00092227     0.00783154      0    8880.00000000  7783.62500000     0.00000000
      54695       0.22282773     0.00787692   2008         230     0.00089870     0.00779897      0    9656.00000000  8232.75000000     0.00000000
      54696       0.22474918     0.00806879   2008         231     0.00146068     0.00786622      0    4688.00000000  3109.75000000     0.00000000
      54697       0.22466352     0.00795291   2008         232     0.00096831     0.00786322      0   12360.00000000  8441.85156250     0.00000000
      54698       0.21688230     0.00764865   2008         233     0.00076283     0.00759088      0   11568.00000000 10425.31250000     0.00000000
      54699       0.23543862     0.00837945   2008         234     0.00123614     0.00824035      0   11456.00000000  4697.48437500     0.00000000
      54700       0.22575565     0.00796236   2008         235     0.00079922     0.00790145      0   14680.00000000 12643.31250000     0.00000000
      54701       0.22720212     0.00798249   2008         236     0.00056598     0.00795207      0   29808.00000000 27961.37500000     0.00000000
      54702       0.22748642     0.00801970   2008         237     0.00078057     0.00796202      0   30224.00000000 21363.87500000     0.00000000
      54703       0.22218742     0.00782379   2008         238     0.00069786     0.00777656      0   34432.00000000 23811.41410589     0.00000000
      54704       0.22251920     0.00781154   2008         239     0.00049085     0.00778817      0   29248.00000000 25218.43750763  1304.00000000
      54705       0.22299604     0.00782659   2008         240     0.00047377     0.00780486      0   28856.00000000 27052.50000000  6712.00000000
      54706       0.22358669     0.00783995   2008         241     0.00038631     0.00782553      0   31328.00000000 29370.00000000  2392.00000000
      54707       0.22471526     0.00787737   2008         242     0.00035821     0.00786503      0   32424.00000000 30383.43750000     0.00000000
      54708       0.22353220     0.00783727   2008         243     0.00037579     0.00782363      0   33008.00000000 28787.68750000  2392.00000000
      54709       0.22290161     0.00781583   2008         244     0.00038387     0.00780156      0   33800.00000000 31341.25000000  7168.00000000
      54710       0.22361545     0.00783989   2008         245     0.00037177     0.00782654      0   32120.00000000 30112.50000000  2744.00000000
      54711       0.22281422     0.00781333   2008         246     0.00039122     0.00779850      0   32008.00000000 30007.50000000  6176.00000000
      54712       0.22676160     0.00796099   2008         247     0.00050569     0.00793666      0   36584.00000000 29642.41411209     0.00000000
      54713       0.22650490     0.00794891   2008         248     0.00047214     0.00792767      0   32144.00000000 27827.68750000     0.00000000
      54714       0.22720911     0.00799659   2008         249     0.00068317     0.00795232      0   24232.00000000 12597.46875000     0.00000000
      54715       0.22814051     0.00803815   2008         250     0.00075084     0.00798492      0   18720.00000000  8453.84375000     0.00000000
      54716       0.22641776     0.00794090   2008         251     0.00041322     0.00792462      0   30184.00000000 28343.81250000  4584.00000000
      54717       0.22553840     0.00790946   2008         252     0.00040393     0.00789384      0   28968.00000000 27170.00000000   336.00000000
      54718       0.23269391     0.00819031   2008         253     0.00070490     0.00814429      0   20992.00000000  9759.79687500     0.00000000
      54719       0.23157070     0.00817398   2008         254     0.00086166     0.00810497      0   19032.00000000  7783.39843750     0.00000000
      54720       0.24108311     0.00865475   2008         255     0.00156521     0.00843791      0   19464.00000000  4561.44521260  5200.00000000
      54721       0.24522040     0.00910463   2008         256     0.00247016     0.00858271      0    4800.00000000  1320.09375000  4800.00000000
      54722       0.24521041     0.00876974   2008         257     0.00146596     0.00858236      0   21392.00000000  5880.18750000  1336.00000000
      54723       0.24841061     0.00884731   2008         258     0.00133165     0.00869437      0   20456.00000000  5659.93750000  5504.00000000
      54724       0.25224582     0.00913079   2008         259     0.00189400     0.00882860      0   15872.00000000  3597.44335938  6848.00000000
      54725       0.24055935     0.00859952   2008         260     0.00142275     0.00841958      0   13680.00000000  4332.65625000 12464.00000000
      54726       0.24252221     0.00866572   2008         261     0.00141843     0.00848828      0   15400.00000000  4470.65625000 15400.00000000
      54727       0.23727495     0.00842253   2008         262     0.00114178     0.00830462      0   16072.00000000  5181.06250000 16072.00000000
      54728       0.24419957     0.00868722   2008         263     0.00126392     0.00854699      0   18336.00000000  5668.67774105 18336.00000000
      54729       0.24123451     0.00861895   2008         264     0.00140784     0.00844321      0   16552.00000000  4727.15625000 16552.00000000
      54730       0.24616881     0.00895421   2008         265     0.00198215     0.00861591      0   10448.00000000  2677.56250000 10448.00000000
      54731       0.23746747     0.00845114   2008         266     0.00124449     0.00831136      0   18376.00000000  5690.45312500 18376.00000000
      54732       0.23056027     0.00817190   2008         267     0.00104792     0.00806961      0   17128.00000000  6357.92187500 14136.00000000
      54733       0.24446630     0.00884246   2008         268     0.00181401     0.00855632      0   13536.00000000  3250.89062500 13024.00000000
      54734       0.23082297     0.00820270   2008         269     0.00115469     0.00807880      0   16936.00000000  5808.61324406 11728.00000000
      54735       0.22556734     0.00800460   2008         270     0.00107391     0.00789486      0   15920.00000000  5818.54876137 10856.00000000
      54736       0.22793960     0.00809118   2008         271     0.00109698     0.00797789      0   16712.00000000  6153.20512390 11480.00000000
      54737       0.24660845     0.00912042   2008         272     0.00239565     0.00863130      0    5304.00000000  1604.95312500  4408.00000000
      54738       0.24703739     0.00958214   2008         273     0.00335791     0.00864631      0    2080.00000000   611.03125000  1512.00000000
      54739       0.22317344     0.00805729   2008         274     0.00160701     0.00781107      0    5896.00000000  2626.92775345     0.00000000
      54742       0.23674553     0.00883513   2008         277     0.00249266     0.00828609      0    2512.00000000  1018.90625000     0.00000000
      54743       0.23517178     0.00837756   2008         278     0.00126837     0.00823101      0    7168.00000000  3897.84765625     0.00000000
      54744       0.23504651     0.00831958   2008         279     0.00100824     0.00822663      0   16184.00000000  7580.84760928     0.00000000
      54745       0.23271664     0.00820441   2008         280     0.00080073     0.00814508      0   21216.00000000 13381.43750000     0.00000000
      54746       0.25112916     0.01022185   2008         281     0.00424250     0.00878952      0    2632.00000000   516.73437500     0.00000000
      54747       0.23322103     0.00871966   2008         282     0.00249293     0.00816274      0    2784.00000000   964.50000000     0.00000000
      54748       0.22694218     0.00802895   2008         283     0.00095270     0.00794298      0    7560.00000000  6144.75000000  7560.00000000
      54749       0.22288522     0.00802342   2008         284     0.00152531     0.00780098      0    2536.00000000  1998.75000000  2536.00000000
      54750       0.23534271     0.00874159   2008         285     0.00237967     0.00823699      0    5264.00000000  1468.46875000  5264.00000000
      54751       0.22178653     0.00796616   2008         286     0.00145501     0.00776253      0    1896.00000000  1938.62500000  1896.00000000
      54752       0.22220228     0.00789920   2008         287     0.00112489     0.00777708      0    4960.00000000  4163.75000000  2944.00000000
      54753       0.19514049     0.00697474   2008         288     0.00114956     0.00682992      0    9424.00000000  4581.31250000  3328.00000000
      54754       0.24081177     0.00955843   2008         289     0.00366534     0.00842841      0    4872.00000000   668.31250000  4872.00000000
      54755       0.22610912     0.00806375   2008         290     0.00125833     0.00791382      0    3752.00000000  3315.12500000  3752.00000000
      54758       0.22649528     0.00799487   2008         293     0.00084308     0.00792733      0    9040.00000000  7366.87500000  9040.00000000
      54759       0.22694738     0.00803935   2008         294     0.00100808     0.00794316      0    5232.00000000  4686.87500000  5232.00000000
      54761       0.22463774     0.00793450   2008         296     0.00086813     0.00786232      0    8152.00000000  6923.43750000  8152.00000000
      54762       0.22523595     0.00796833   2008         297     0.00094412     0.00788326      0    6536.00000000  5452.31250000  6536.00000000
      54763       0.22753661     0.00810365   2008         298     0.00121877     0.00796378      0    8416.00000000  4294.43750000     0.00000000
      54764       0.22990762     0.00814929   2008         299     0.00104762     0.00804677      0    6912.00000000  4714.75000000     0.00000000
      54765       0.22402175     0.00803912   2008         300     0.00144293     0.00784076      0    5888.00000000  2681.96875000     0.00000000
      54766       0.22377659     0.00789929   2008         301     0.00083534     0.00783218      0    8160.00000000  7164.06250000  4032.00000000
      54767       0.22251220     0.00804646   2008         302     0.00164495     0.00778793      0    2688.00000000  2229.00000000     0.00000000
      54769       0.21747027     0.01011773   2008         304     0.00541943     0.00761146      0     128.00000000   105.00000000     0.00000000
      54770       0.22668624     0.00832744   2008         305     0.00205638     0.00793402      0    3504.00000000  1403.03125000     0.00000000
      54771       0.22317168     0.00796119   2008         306     0.00125125     0.00781101      0   10288.00000000  6297.50000000     0.00000000
      54775       0.22500395     0.00810925   2008         310     0.00157273     0.00787514      0    2320.00000000  2085.37500000  2320.00000000
      54776       0.22382703     0.00826727   2008         311     0.00214748     0.00783395      0    1712.00000000  1191.62500000  1712.00000000
      54778       0.22799400     0.00810640   2008         313     0.00116026     0.00797979      0    6520.00000000  5720.43750000  6520.00000000
      54779       0.21896148     0.00806501   2008         314     0.00204270     0.00766365      0    1152.00000000  1170.00000000  1152.00000000
      54780       0.22382516     0.00928469   2008         315     0.00405167     0.00783388      0     840.00000000   275.53906250   840.00000000
      54781       0.22695536     0.00809517   2008         316     0.00126828     0.00794344      0    6200.00000000  4415.50000000  6200.00000000
      54782       0.22267137     0.00805835   2008         317     0.00166586     0.00779350      0    3872.00000000  2604.18750000  3872.00000000
      54783       0.23948015     0.01163406   2008         318     0.00655955     0.00838181      0    1600.00000000   173.43750000  1600.00000000
      54784       0.23890375     0.00891252   2008         319     0.00250799     0.00836163      0    3768.00000000  1743.40625000  3768.00000000
      54785       0.22309235     0.00844398   2008         320     0.00261333     0.00780823      0    2048.00000000   983.12500000  2048.00000000
      54786       0.22613176     0.00796632   2008         321     0.00073671     0.00791461      0   20024.00000000 16063.59375000 14072.00000000
      54787       0.22369325     0.00790793   2008         322     0.00090461     0.00782926      0   11400.00000000  9173.39057207 10632.00000000
      54788       0.22221467     0.00810265   2008         323     0.00184736     0.00777751      0    3552.00000000  1737.75000000  1536.00000000
      54789       0.22959553     0.00818577   2008         324     0.00126787     0.00803584      0    9968.00000000  5058.84375000  9968.00000000
      54790       0.23404803     0.01003878   2008         325     0.00471780     0.00819168      0    1568.00000000   490.00000000  1568.00000000
      54791       0.23248693     0.00845092   2008         326     0.00185512     0.00813704      0    7408.00000000  2436.25000000  7408.00000000
      54795       0.22350719     0.00821182   2008         330     0.00203066     0.00782275      0    1632.00000000  1080.75000000  1632.00000000
      54796       0.22238061     0.00858129   2008         331     0.00293792     0.00778332      0    2280.00000000   646.31250000  2280.00000000
      54797       0.22719111     0.00860151   2008         332     0.00266646     0.00795169      0    2928.00000000   824.93750000  2928.00000000
      54798       0.22281708     0.00791917   2008         333     0.00111923     0.00779860      0    6176.00000000  4543.38671875  6176.00000000
      54802       0.22478332     0.00873890   2008         337     0.00309287     0.00786742      0    2040.00000000   780.93750000  2040.00000000
      54803       0.21994994     0.00809611   2008         338     0.00203805     0.00769825      0    2632.00000000  1393.25000000  2632.00000000
      54804       0.22104260     0.00837891   2008         339     0.00261592     0.00773649      0    3328.00000000  1011.50000000  3328.00000000
      54805       0.22705123     0.01285671   2008         340     0.00821675     0.00794679      0    1408.00000000   151.25000000  1408.00000000
      54806       0.21778341     0.00831579   2008         341     0.00270269     0.00762242      0     960.00000000   975.00000000   960.00000000
      54807       0.22529416     0.00825854   2008         342     0.00199571     0.00788530      0    3800.00000000  1555.51562500  3800.00000000
      54808       0.22322650     0.00808961   2008         343     0.00170536     0.00781293      0   10640.00000000  2401.34375000 10640.00000000
      54810       0.22436910     0.00813956   2008         345     0.00174069     0.00785292      0    5896.00000000  2228.33593750  3400.00000000
      54811       0.23106310     0.00901405   2008         346     0.00323678     0.00808721      0    5472.00000000   995.31250000     0.00000000
      54812       0.23125747     0.00911296   2008         347     0.00340426     0.00809401      0    4000.00000000   644.75585938  2976.00000000
      54813       0.22758178     0.00894717   2008         348     0.00331292     0.00796536      0    3912.00000000   639.01562500  3912.00000000
      54814       0.22027080     0.00933312   2008         349     0.00427669     0.00770948      0    2504.00000000   408.38964891  2504.00000000
      54815       0.21964229     0.00846430   2008         350     0.00287983     0.00768748      0    5160.00000000   845.79687500  5160.00000000
      54816       0.22307117     0.00867990   2008         351     0.00308341     0.00780749      0    3920.00000000   637.78125000  3920.00000000
      54817       0.22405416     0.00955495   2008         352     0.00443830     0.00784190      0    2240.00000000   396.87500000     0.00000000
      54818       0.22338800     0.00842588   2008         353     0.00255359     0.00781858      0    2368.00000000  1276.50000000     0.00000000
      54819       0.22493108     0.00846634   2008         354     0.00253226     0.00787259      0    8984.00000000  1488.51562500     0.00000000
      54820       0.22212571     0.00811233   2008         355     0.00188375     0.00777440      0    8288.00000000  2243.23437500     0.00000000
      54824       0.22716458     0.00816420   2008         359     0.00150783     0.00795076      0    6360.00000000  3189.87500000  6360.00000000
      54825       0.23427142     0.00862421   2008         360     0.00217322     0.00819950      0    5512.00000000  1688.33786654  5512.00000000
      54833       0.23000738     0.00868913   2009           2     0.00265871     0.00805026      0    5024.00000000  1157.49022675     0.00000000
      54834       0.23665890     0.00868381   2009           3     0.00211999     0.00828306      0   15912.00000000  2370.32216656   576.00000000
      54835       0.22543272     0.00894115   2009           4     0.00341944     0.00789015      0    3456.00000000   593.70312500  1944.00000000
      54836       0.22414121     0.00851200   2009           5     0.00268551     0.00784494      0    5520.00000000   932.71875000   960.00000000
      54837       0.23032335     0.00832255   2009           6     0.00168197     0.00806132      0    6656.00000000  1938.37500000   832.00000000
      54838       0.23018883     0.00824194   2009           7     0.00141301     0.00805661      0   13128.00000000  4320.47947478     0.00000000
      54839       0.22486856     0.00803580   2009           8     0.00131869     0.00787040      0   20232.00000000  5717.57126892 20232.00000000
      54840       0.22883856     0.00820192   2009           9     0.00143649     0.00800935      0   17552.00000000  4767.85937500 17552.00000000
      54841       0.22859397     0.00814477   2009          10     0.00123956     0.00800079      0   13808.00000000  5359.75000000 13808.00000000
      54842       0.22596427     0.00811286   2009          11     0.00147020     0.00790875      0    8024.00000000  4118.75000000  8024.00000000
      54843       0.22410363     0.00819282   2009          12     0.00192389     0.00784363      0    2104.00000000  1560.87500000  2104.00000000
